AgencyORI,AgencyLongName,CountyName,ReportingYear,Unf_Murder,Unf_Rape,Unf_Robbery,Unf_AggAssault,Unf_HumanTraff,Unf_Burglary,Unf_Larceny,Unf_MotorVehTheft,Unf_Arson,Actual_Murder,Actual_Rape,Actual_Robbery,Actual_AggAssault,Actual_HumanTraff,Actual_Burglary,Actual_Larceny,Actual_MotorVehTheft,Actual_Arson,Cleared_Murder,Cleared_Rape,Cleared_Robbery,Cleared_AggAssault,Cleared_HumanTraff,Cleared_Burglary,Cleared_Larceny,Cleared_MotorVehTheft,Cleared_Arson
MN0490100,Little Falls Police Dept,Morrison,2014,0,0,0,0,0,0,0,0,0,0,3,0,63,0,6,132,10,0,0,3,0,50,0,4,67,6,0
MN0500000,Mower County Sheriff,Mower,2014,0,0,0,1,0,0,0,0,0,0,2,0,79,0,51,53,11,1,0,1,0,64,0,11,11,2,1
MN0500100,Austin Police Dept,Mower,2014,0,0,0,0,0,0,0,0,0,0,18,6,263,0,101,452,32,1,0,13,2,206,0,26,169,7,0
MN0510000,Murray County Sheriff,Murray,2014,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,40,4,0,0,0,0,9,0,12,39,4,0
MN0510200,Slayton Police Dept,Murray,2014,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,32,2,0,0,0,0,12,0,3,32,2,0
MN0520000,Nicollet County Sheriff,Nicollet,2014,0,0,0,1,0,0,5,0,0,0,2,0,29,0,41,47,5,0,0,0,0,20,0,6,13,1,0
MN0520100,North Mankato Police Dept,Nicollet,2014,0,0,0,1,0,0,0,1,0,0,7,3,92,0,44,196,15,0,0,1,0,75,0,9,40,9,0
MN0520200,St Peter Police Dept,Nicollet,2014,0,0,0,0,0,0,12,1,0,1,3,0,61,0,33,140,6,0,0,1,0,39,0,6,29,3,0
MN0530000,Nobles County Sheriff,Nobles,2014,0,0,0,0,0,1,0,0,0,0,2,0,20,0,18,20,2,0,0,2,0,17,0,4,2,1,0
MN0530100,Worthington Dept of Public Safety,Nobles,2014,0,0,0,0,0,0,0,0,0,1,3,7,58,0,36,155,10,1,1,3,4,54,0,4,73,3,1
MN0540000,Norman County Sheriff,Norman,2014,0,0,0,3,0,0,3,0,0,0,0,0,16,0,20,44,3,0,0,0,0,13,0,5,12,2,0
MN0550000,Olmsted County Sheriff,Olmsted,2014,0,4,0,3,0,1,3,0,0,1,9,2,103,0,66,166,21,4,0,5,1,88,0,13,51,1,1
MN0550100,Rochester Police Dept,Olmsted,2014,0,6,0,17,0,2,18,5,0,2,46,52,662,0,338,1774,110,8,1,17,23,477,0,45,676,21,2
MN0560000,Otter Tail County Sheriff,Otter Tail,2014,0,0,0,5,0,5,12,3,0,0,5,2,140,0,111,226,26,3,0,4,2,127,0,14,49,14,3
MN0560100,Fergus Falls Police Dept,Otter Tail,2014,0,0,0,30,0,14,64,10,0,0,3,6,252,0,73,397,5,2,0,3,5,236,0,12,200,5,1
MN0560200,Pelican Rapids Police Dept,Otter Tail,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0570000,Pennington County Sheriff,Pennington,2014,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,26,6,0,0,0,0,9,0,1,3,2,0
MN0570100,Thief River Falls Police Dept,Pennington,2014,0,1,0,2,0,0,9,3,0,0,14,1,72,0,40,252,10,0,0,8,1,59,0,8,86,5,0
MN0580000,Pine County Sheriff,Pine,2014,0,0,0,1,0,0,0,0,0,0,12,9,319,0,323,972,105,5,0,5,3,262,0,45,153,25,1
MN0590000,Pipestone County Sheriff,Pipestone,2014,0,0,0,5,0,1,1,1,0,0,1,1,47,0,18,49,1,0,0,0,1,32,0,4,4,0,0
MN0600000,Polk County Sheriff,Polk,2014,0,3,0,22,0,4,23,0,0,0,8,0,109,1,54,94,7,0,0,4,0,87,0,18,26,4,0
MN0600100,Crookston Police Dept,Polk,2014,0,4,0,0,0,0,0,0,0,0,5,0,66,0,15,44,9,1,0,1,0,55,0,2,14,2,0
MN0600200,East Grand Forks Police Dept,Polk,2014,0,1,0,23,0,5,36,5,0,0,12,0,78,0,39,150,11,1,0,3,0,68,0,7,52,10,0
MN0610000,Pope County Sheriff,Pope,2014,1,0,0,0,0,0,0,0,0,0,4,0,32,0,14,47,1,0,0,3,0,31,0,2,7,0,0
MN0610100,Glenwood Police Dept,Pope,2014,0,0,0,0,0,0,0,0,0,0,1,0,7,0,4,7,0,0,0,1,0,6,0,0,0,0,0
MN0620000,Ramsey County Sheriff,Ramsey,2014,0,0,0,0,0,0,2,0,0,1,1,1,15,0,3,19,3,0,1,1,1,13,0,0,8,2,0
MN062010X,Arden Hills Police Dept,Ramsey,2014,0,2,0,0,0,0,0,0,1,1,2,5,22,0,18,79,18,1,1,1,3,19,0,1,10,2,0
MN062020X,Falcon Heights Police Dept,Ramsey,2014,0,0,0,1,0,1,1,1,0,0,0,2,14,0,26,66,11,0,0,0,1,12,0,0,17,1,0
MN062030X,Lauderdale Police Dept,Ramsey,2014,0,0,0,0,0,0,1,1,0,0,0,0,6,0,6,35,7,0,0,0,0,6,0,0,10,2,0
MN0620400,Maplewood Police Dept,Ramsey,2014,0,0,0,0,0,0,0,0,0,3,4,17,219,0,310,1428,177,3,3,0,6,158,0,22,532,12,0
MN0620500,Mounds View Police Dept,Ramsey,2014,0,1,0,5,0,2,4,3,0,0,5,6,80,0,57,349,15,4,0,1,2,59,0,5,59,3,0
MN0620600,New Brighton Dept of Public Safety,Ramsey,2014,0,0,0,0,0,2,4,2,0,1,2,5,55,0,88,429,31,1,1,0,3,54,0,5,26,1,0
MN0620700,North St Paul Police Dept,Ramsey,2014,0,0,0,0,0,0,0,0,0,0,0,3,38,0,47,241,29,0,0,0,1,28,0,3,23,8,0
MN0620800,Roseville Police Dept,Ramsey,2014,0,2,0,0,0,0,1,5,0,0,10,9,164,0,257,1510,87,2,0,0,2,97,0,8,548,2,1
MN0620900,St Paul Police Dept,Ramsey,2014,2,0,4,16,0,16,55,64,0,11,181,654,3726,17,2330,6045,2008,119,10,31,104,1511,4,157,1463,153,11
MN0621000,White Bear Lake Police Dept,Ramsey,2014,0,0,0,1,0,1,4,1,0,0,6,6,108,0,130,483,43,6,0,4,4,71,0,7,58,3,0
MN062110X,Little Canada Police Dept,Ramsey,2014,0,1,0,6,0,0,0,0,1,0,5,8,74,0,74,195,41,4,0,3,2,56,0,6,11,6,1
MN062120X,Shoreview Police Dept,Ramsey,2014,0,1,0,11,0,0,0,0,0,0,5,1,64,0,47,220,23,5,0,3,0,48,0,5,24,1,0
MN062130X,Vadnais Heights Police Dept,Ramsey,2014,0,0,0,5,0,0,0,1,0,0,4,1,53,0,39,236,38,2,0,1,1,32,0,3,69,7,0
MN062150X,North Oaks Police Dept,Ramsey,2014,0,1,0,1,0,0,0,0,1,0,0,0,5,0,7,27,0,0,0,0,0,3,0,1,1,0,0
MN062170X,White Bear Township Police Dept,Ramsey,2014,0,0,0,1,0,0,0,0,0,0,1,0,44,0,27,144,11,1,0,1,0,34,0,6,22,0,1
MN0630000,Red Lake County Sheriff,Red Lake,2014,0,0,0,0,0,0,8,0,0,0,0,0,14,0,3,7,3,0,0,0,0,11,0,1,5,1,0
MN0640000,Redwood County Sheriff,Redwood,2014,0,2,0,6,0,1,7,2,0,0,2,0,23,0,10,55,4,0,0,2,0,20,0,1,18,3,0
MN0640200,Redwood Falls Police Dept,Redwood,2014,0,2,0,0,0,0,20,3,0,0,2,0,61,0,22,122,4,0,0,1,0,57,0,4,45,2,0
MN0650000,Renville County Sheriff,Renville,2014,0,0,0,14,0,3,6,1,0,0,3,1,47,0,24,57,5,0,0,1,0,43,0,7,16,3,0
MN0650300,Olivia Police Dept,Renville,2014,0,0,0,0,0,0,0,0,0,0,1,0,53,0,7,46,3,0,0,0,0,47,0,1,20,2,0
MN0660000,Rice County Sheriff,Rice,2014,0,0,0,1,0,1,1,0,0,0,1,1,70,0,60,58,12,0,0,0,1,31,0,6,3,2,0
MN0660100,Faribault Police Dept,Rice,2014,0,2,0,5,0,0,3,0,0,0,13,12,238,0,90,478,46,8,0,1,3,155,0,8,137,11,4
MN0660200,Northfield Police Dept,Rice,2014,0,0,0,0,0,0,1,0,0,0,1,2,96,0,58,214,2,1,0,1,2,78,0,4,63,0,1
MN0670000,Rock County Sheriff,Rock,2014,0,0,0,0,0,0,0,0,0,0,0,1,105,0,11,44,8,0,0,0,1,104,0,5,18,6,0
MN0680000,Roseau County Sheriff,Roseau,2014,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,99,12,0,0,0,0,4,0,1,1,0,0
MN0680100,Roseau Police Dept,Roseau,2014,0,0,0,0,0,0,0,0,0,0,1,0,11,0,3,54,2,0,0,0,0,1,0,1,0,0,0
MN0680200,Warroad Police Dept,Roseau,2014,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,37,3,0,0,0,0,9,0,1,0,0,0
MN0690000,St Louis County Sheriff,St. Louis,2014,0,2,0,6,0,1,8,0,0,1,8,4,232,0,250,426,44,9,1,0,1,147,0,32,61,12,1
MN0690200,Babbitt Police Dept,St. Louis,2014,0,0,0,0,0,0,0,0,0,1,0,0,5,0,3,17,2,0,1,0,0,2,0,0,5,0,0
MN0690500,Chisholm Police Dept,St. Louis,2014,0,0,0,0,0,0,1,0,0,0,0,1,9,0,6,70,3,0,0,0,1,9,0,1,5,1,0
MN0690600,Duluth Police Dept,St. Louis,2014,0,1,2,0,0,5,11,17,0,3,42,73,968,0,503,3002,145,12,3,6,23,639,0,70,865,33,5
MN0690700,Ely Police Dept,St. Louis,2014,0,0,0,0,0,0,0,1,0,0,0,0,19,0,7,46,2,0,0,0,0,9,0,0,8,0,0
MN0690800,Eveleth Police Dept,St. Louis,2014,0,0,0,0,0,0,1,3,0,0,3,1,41,0,43,89,13,0,0,0,0,32,0,5,36,4,0
MN0690900,Gilbert Police Dept,St. Louis,2014,0,0,0,0,0,0,0,0,0,0,1,0,16,0,16,47,6,0,0,0,0,9,0,1,9,0,0
MN0691000,Hibbing Police Dept,St. Louis,2014,0,0,0,2,0,0,3,1,0,0,7,1,162,0,36,247,10,2,0,4,1,113,0,9,135,3,1
MN0691100,Hoyt Lakes Police Dept,St. Louis,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0691300,Proctor Police Dept,St. Louis,2014,0,0,0,0,0,2,13,2,0,0,0,3,32,0,10,102,4,0,0,0,1,13,0,1,8,0,0
MN0691400,Virginia Police Dept,St. Louis,2014,0,0,0,0,0,0,1,0,0,1,7,7,147,0,100,385,38,2,1,3,4,108,0,26,187,14,0
MN0691500,Floodwood Police Dept,St. Louis,2014,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,20,2,0,0,0,0,5,0,0,3,0,0
MN0691700,Hermantown Police Dept,St. Louis,2014,0,0,0,1,0,2,24,3,0,0,3,4,32,0,28,231,11,0,0,3,1,26,0,2,77,4,0
MN0691800,University of MN Police Dept - Duluth,St. Louis,2014,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,27,2,1,0,0,0,2,0,0,0,0,0
MN0700000,Scott County Sheriff,Scott,2014,0,0,0,0,0,0,0,0,0,0,2,0,43,0,34,60,8,0,0,0,0,23,0,3,2,0,0
MN0700100,Belle Plaine Police Dept,Scott,2014,0,3,0,1,0,0,5,2,0,0,1,1,32,0,21,65,1,1,0,1,1,32,0,10,33,1,0
MN0700200,Jordan Police Dept,Scott,2014,0,0,0,0,0,0,1,0,0,0,0,1,15,0,11,59,5,0,0,0,0,13,0,0,8,2,0
MN0700300,New Prague Police Dept,Scott,2014,0,0,0,0,0,1,15,1,0,0,5,0,55,0,10,74,1,0,0,1,0,40,0,2,18,0,0
MN0700400,Shakopee Police Dept,Scott,2014,0,3,1,3,0,0,8,1,0,0,21,9,166,0,116,618,34,0,0,9,5,140,0,15,181,5,0
MN0700600,Savage Police Dept,Scott,2014,0,6,2,49,0,19,48,5,0,0,7,8,192,0,76,500,21,6,0,2,6,131,0,10,112,9,2
MN0700900,Prior Lake Police Dept,Scott,2014,0,0,1,0,0,0,1,0,0,0,10,1,104,0,33,327,11,0,0,1,1,74,0,4,69,3,0
MN0710000,Sherburne County Sheriff,Sherburne,2014,0,0,0,0,0,0,0,0,0,0,5,2,112,0,62,322,30,2,0,4,1,108,0,5,36,5,1
MN0710100,Big Lake Police Dept,Sherburne,2014,0,0,0,0,0,0,0,0,0,0,0,0,48,0,20,118,5,1,0,0,0,30,0,1,27,2,0
MN0710200,Elk River Police Dept,Sherburne,2014,0,0,0,9,0,1,16,5,0,0,7,3,106,2,57,404,14,1,0,4,3,93,0,2,118,1,0
MN0710400,Becker Police Dept,Sherburne,2014,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,32,3,0,0,0,0,14,0,1,9,1,0
MN0720000,Sibley County Sheriff,Sibley,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0730000,Stearns County Sheriff,Stearns,2014,0,0,0,0,0,0,0,0,0,1,10,0,137,0,76,302,35,0,1,6,0,95,0,12,28,5,0
MN0730100,Cold Spring / Richmond Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,1,0,9,0,9,50,0,0,0,1,0,7,0,0,11,0,0
MN0730200,Melrose Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,1,0,13,0,6,29,1,0,0,0,0,10,0,0,3,0,0
MN0730300,Paynesville Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,1,0,11,0,8,37,1,1,0,0,0,7,0,0,7,0,1
MN0730400,St Cloud Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,47,53,649,0,382,1973,155,11,0,12,17,537,0,48,826,27,3
MN0730500,Sauk Centre Police Dept,Stearns,2014,0,0,0,1,0,0,0,0,0,0,1,2,26,0,13,96,5,3,0,0,2,26,0,2,27,2,2
MN0730600,Waite Park Police Dept,Stearns,2014,0,1,0,0,0,0,0,0,0,0,5,4,83,3,35,638,20,0,0,5,4,82,2,24,548,17,0
MN0730800,Belgrade Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0731000,Kimball Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0731100,St Joseph Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,3,0,0,0,0,2,0,0,0,2,0
MN0731200,Sartell Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,2,0,29,0,25,313,7,0,0,0,0,20,0,1,102,2,0
MN0731400,Albany Police Dept,Stearns,2014,0,0,0,1,0,0,3,0,0,0,1,0,12,0,1,30,0,0,0,0,0,9,0,0,4,0,0
MN0731600,Avon Police Dept,Stearns,2014,0,0,0,0,0,0,0,0,0,0,1,0,9,0,4,13,1,0,0,0,0,6,0,2,2,0,0
MN0740000,Steele County Sheriff,Steele,2014,0,0,0,2,0,0,0,1,0,0,0,1,32,0,32,65,10,0,0,0,1,18,0,3,8,6,0
MN0740100,Owatonna Police Dept,Steele,2014,0,0,0,8,0,0,4,0,0,0,3,6,184,0,79,510,30,0,0,0,2,143,0,16,281,14,0
MN0740200,Blooming Prairie Police Dept,Steele,2014,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,1,0,0,0,0,4,0,0,3,1,0
MN0750000,Stevens County Sheriff,Stevens,2014,0,0,0,0,0,0,1,0,0,0,1,0,13,0,11,24,1,0,0,1,0,11,0,5,9,0,0
MN0750100,Morris Police Dept,Stevens,2014,0,0,0,0,0,0,0,0,0,0,4,2,28,0,15,84,6,0,0,4,2,23,0,6,38,5,0
MN0750600,University of MN Police Dept - Morris,Stevens,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
MN0760000,Swift County Sheriff,Swift,2014,0,0,0,0,0,0,0,0,0,0,0,0,17,0,20,5,0,0,0,0,0,17,0,6,2,0,0
MN0760100,Appleton Police Dept,Swift,2014,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,29,0,0,0,0,0,13,0,0,10,0,0
MN0760200,Benson Police Dept,Swift,2014,0,0,0,0,0,2,1,0,0,0,0,0,7,0,3,24,0,0,0,0,0,7,0,1,4,0,0
MN0770000,Todd County Sheriff,Todd,2014,0,4,0,3,0,4,6,1,0,0,7,0,70,0,61,137,21,0,0,5,0,62,0,8,29,8,0
MN0770100,Long Prairie Police Dept,Todd,2014,0,0,0,0,0,0,0,0,0,0,4,0,20,0,6,59,1,0,0,2,0,9,0,2,14,1,0
MN0770200,Staples Police Dept,Todd,2014,0,0,0,0,0,2,5,2,0,0,0,0,29,0,9,59,2,0,0,0,0,29,0,2,46,1,0
MN0780000,Traverse County Sheriff,Traverse,2014,0,0,0,1,0,0,0,0,0,0,0,1,10,0,5,19,3,0,0,0,1,10,0,2,6,2,0
MN0780200,Wheaton Police Dept,Traverse,2014,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,21,4,2,0,0,0,5,0,2,7,4,2
MN0790000,Wabasha County Sheriff,Wabasha,2014,0,0,0,0,0,0,0,0,0,0,0,0,34,0,9,38,6,0,0,0,0,18,0,1,0,1,0
MN0790100,Lake City Police Dept,Wabasha,2014,0,0,0,0,0,0,0,0,0,0,2,1,16,0,4,64,2,0,0,2,1,15,0,1,14,0,0
MN0790200,Plainview Police Dept,Wabasha,2014,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,0,0,0,2,0,0,0,0,0
MN0790300,Wabasha Police Dept,Wabasha,2014,0,0,0,0,0,0,1,0,0,0,0,0,17,0,11,37,1,0,0,0,0,15,0,2,9,0,0
MN0800000,Wadena County Sheriff,Wadena,2014,0,0,0,0,0,0,0,0,0,0,4,0,37,0,18,24,5,1,0,3,0,37,0,2,3,1,1
MN0800100,Wadena Police Dept,Wadena,2014,0,0,0,0,0,0,0,0,0,0,2,0,37,0,3,44,8,1,0,2,0,32,0,3,18,2,0
MN0810000,Waseca County Sheriff,Waseca,2014,0,0,0,0,0,0,0,0,0,0,1,0,17,0,27,37,5,1,0,1,0,15,0,7,10,2,0
MN0810100,Janesville Police Dept,Waseca,2014,0,0,0,1,0,0,0,0,0,0,0,0,14,0,3,22,2,0,0,0,0,14,0,1,6,1,0
MN0810200,New Richland Police Dept,Waseca,2014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0
MN0810300,Waseca Police Dept,Waseca,2014,0,0,0,0,0,0,0,0,0,0,2,0,38,0,16,170,3,1,0,2,0,33,0,7,58,0,1
MN0820000,Washington County Sheriff,Washington,2014,0,0,0,7,0,27,33,12,0,0,16,2,251,0,135,616,55,2,0,10,0,209,0,21,64,12,0
MN0820100,Bayport Police Dept,Washington,2014,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,21,1,0,0,0,0,8,0,0,3,0,0
MN0820200,Forest Lake Police Dept,Washington,2014,0,1,0,6,0,3,5,0,0,0,8,5,113,0,62,421,30,2,0,1,0,88,0,5,124,9,0
MN0820400,Newport Police Dept,Washington,2014,0,0,0,1,0,0,1,0,0,1,2,0,25,0,9,61,5,0,1,2,0,22,0,2,13,2,0
MN0820500,St Paul Park Police Dept,Washington,2014,0,0,0,0,0,0,0,2,0,0,2,3,59,0,16,90,11,0,0,1,1,49,0,4,17,5,0
MN0820600,Stillwater Police Dept,Washington,2014,0,0,0,3,0,0,13,7,0,0,1,2,53,0,27,228,14,0,0,1,1,44,0,1,33,3,0
MN0820700,Cottage Grove Police Dept,Washington,2014,0,0,0,8,0,9,64,6,0,1,7,5,113,0,55,589,30,1,1,6,4,91,0,11,214,10,0
MN0820800,Oakdale Police Dept,Washington,2014,0,0,1,9,0,4,11,4,0,0,9,11,234,0,120,1011,79,3,0,1,0,110,0,1,277,8,0
MN0821100,Woodbury Dept of Public Safety,Washington,2014,0,1,0,0,0,0,1,0,0,0,9,7,104,0,147,990,40,2,0,3,3,84,0,22,365,10,1
MN0821400,Oak Park Heights Police Dept,Washington,2014,0,1,0,4,0,1,9,3,0,0,0,1,14,0,10,250,5,0,0,0,1,10,0,0,90,2,0
MN0830000,Watonwan County Sheriff,Watonwan,2014,0,0,0,0,0,0,0,0,0,0,3,0,9,0,24,20,1,0,0,3,0,9,0,2,6,1,0
MN0830200,St James Police Dept,Watonwan,2014,0,0,0,0,0,0,0,0,0,0,5,0,46,0,29,67,7,0,0,5,0,45,0,7,23,3,0
MN0840000,Wilkin County Sheriff,Wilkin,2014,0,0,0,3,0,0,31,1,0,0,2,0,10,0,8,28,3,0,0,0,0,8,0,1,12,1,0
MN0840100,Breckenridge Police Dept,Wilkin,2014,0,0,0,3,0,2,25,3,0,0,1,1,30,0,7,42,7,0,0,1,0,27,0,1,11,4,0
MN0850000,Winona County Sheriff,Winona,2014,0,0,0,1,0,2,1,0,0,0,2,0,24,0,7,8,1,0,0,2,0,23,0,7,2,1,0
MN0850100,St Charles Police Dept,Winona,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0850200,Winona Police Dept,Winona,2014,0,0,0,0,0,0,0,0,0,0,4,1,87,0,12,58,2,0,0,4,1,86,0,12,55,2,0
MN0850300,Goodview Police Dept,Winona,2014,0,0,0,8,0,2,3,0,0,0,2,0,33,0,10,41,4,0,0,1,0,33,0,2,20,4,0
MN0850400,Lewiston Police Dept,Winona,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0860000,Wright County Sheriff,Wright,2014,0,0,0,0,0,0,0,0,0,1,13,8,215,0,95,1366,73,2,1,13,5,214,0,21,301,33,1
MN0860100,Buffalo Police Dept,Wright,2014,0,0,0,0,0,1,7,0,0,0,3,0,84,0,21,275,10,0,0,1,0,47,0,0,94,5,0
MN0860600,Annandale Police Dept,Wright,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0870000,Yellow Medicine County Sheriff,Yellow Medicine,2014,0,0,0,0,0,1,0,0,0,0,2,0,21,0,9,28,4,1,0,2,0,14,0,0,1,2,0
MN0870100,Canby Police Dept,Yellow Medicine,2014,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,13,1,0,0,0,0,1,0,0,0,0,0
MN0870200,Granite Falls Police Dept,Yellow Medicine,2014,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,44,2,0,0,0,0,14,0,0,12,1,0
MN0870300,Clarkfield/Boyd Police Dept,Yellow Medicine,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0870400,Echo Police Dept,Yellow Medicine,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MNDI02300,Upper Sioux Community Police Dept,NULL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNDI02400,Mille Lacs Tribal Police Dept,NULL,2014,0,0,0,7,0,1,4,1,0,0,0,4,65,0,37,110,12,1,0,0,1,25,0,2,13,5,0
MNDI07000,Fond du Lac Tribal Police Dept,NULL,2014,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0
MNMHP0000,MN State Patrol Waters Edge,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0100,MN State Patrol District 2400 - Oakdale,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0200,MN State Patrol District 2100 - Rochester,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0300,MN State Patrol District 2300 - Marshall,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0400,MN State Patrol District 2500 - Golden Valley,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0600,MN State Patrol District 2600 - St Cloud,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0700,MN State Patrol District 2800 - Brainerd,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0800,MN State Patrol District 2900 - Detroit Lakes,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0900,MN State Patrol District 3200 - Thief River Falls,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1000,MN State Patrol District 3100 - Virginia,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1100,MN State Patrol District 2700 - Duluth,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1200,MN State Patrol District 2200 - Mankato,State Patrol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1300,MN State Patrol District 4600 - Capitol Security,State Patrol,2014,0,0,0,1,0,0,3,2,0,0,0,0,4,0,0,12,1,0,0,0,0,2,0,0,5,0,0
MN0010000,Aitkin County Sheriff,Aitkin,2015,0,0,0,0,0,3,6,0,0,0,9,0,57,0,86,107,6,1,0,0,0,32,0,3,9,0,1
MN0010100,Aitkin Police Dept,Aitkin,2015,0,0,0,1,0,1,0,0,0,0,2,0,16,0,10,26,0,0,0,0,0,11,0,1,4,0,0
MN0010400,Hill City Police Dept,Aitkin,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,1,0,0
MN0020000,Anoka County Sheriff,Anoka,2015,0,1,0,12,0,0,16,3,0,0,48,6,256,2,175,816,69,3,0,6,1,210,1,23,198,32,0
MN0020100,Anoka Police Dept,Anoka,2015,0,0,0,4,0,0,4,4,0,0,17,7,154,1,53,554,24,3,0,1,3,111,0,5,61,4,0
MN0020200,Blaine Police Dept,Anoka,2015,0,1,1,11,0,0,8,0,0,1,12,17,258,1,136,1687,66,9,1,10,5,193,1,26,785,23,0
MN0020300,Centennial Lakes Police Dept,Anoka,2015,0,0,0,2,0,0,1,0,0,0,1,0,37,0,12,104,4,3,0,0,0,28,0,0,14,3,0
MN0020400,Columbia Heights Police Dept,Anoka,2015,0,0,0,4,0,0,1,0,0,0,5,14,179,1,108,386,28,4,0,3,5,146,1,14,52,6,0
MN0020500,Coon Rapids Police Dept,Anoka,2015,0,2,0,1,0,0,0,0,0,1,27,39,280,5,185,1525,46,3,1,11,32,241,5,41,765,19,2
MN0020600,Fridley Police Dept,Anoka,2015,1,1,1,3,0,0,2,0,0,0,11,20,157,0,139,1068,71,4,0,5,2,114,0,21,380,8,1
MN0020700,Lino Lakes Police Dept,Anoka,2015,0,0,0,1,0,0,1,0,0,0,2,0,49,0,37,200,8,1,0,2,0,42,0,10,56,4,0
